ST_LEAID,SchoolYear,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,DistrictName,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Geometry,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
NJ-272870,2021-2022,73.6,40.0,82.9,Madison Public School District,78.9,70.6,77.5,68.9,73.4,72.3,73.1,0.23037765538945712,67.8,39.3,75.7,65.6,82.7,77.3,73.9,68.3,66.5,64.4,26.3,95.8,0.15470542635658915,0.20058434399117972,11:1,167:1,226,12.4,10.0,72.6,224,9.0,5.0,36.0,30.0,16.0,12.0,20.2,7.4,45,162,186,143,189,185,183,185,206,193,187,227,206,214,2511
NJ-273090,2021-2022,82.9,39.5,89.9,Mendham Borough School District,89.4,69.8,71.2,96.4,82.4,92.5,NA,0.3523584905660378,80.6,34.9,88.0,88.5,*,97.9,69.8,73.1,92.7,69.0,*,NA,0.20302931596091206,0.22403921568627452,9:1,81:1,54,10.4,7.5,63.0,17,3.7,4.0,44.0,36.0,11.0,5.0,13.7,2.5,21,44,53,44,47,44,52,56,69,53,0,0,0,0,483
NJ-273100,2021-2022,89.8,73.8,93.1,Mendham Township School District,76.3,83.3,96.1,90.9,95.4,97.4,NA,0.557478813559322,84.0,62.5,88.4,100.0,*,83.9,76.4,81.8,80.3,86.9,81.1,N,0.2824892703862661,0.2640816326530612,10:1,157:1,80,12.7,11.4,68.8,44,6.0,4.0,39.0,30.0,18.0,9.0,16.7,0.3,47,69,100,88,95,74,77,67,87,79,0,0,0,0,783
NJ-273240,2021-2022,56.3,11.1,63.6,Mine Hill Township School District,68.5,39.7,58.1,58.5,NA,NA,NA,0.07933673469387754,40.5,11.5,45.1,NA,NA,60.0,29.8,41.9,25.0,NA,NA,NA,0.04866666666666667,0.04866666666666667,11:1,119:1,34,11.3,10.1,82.4,76,23.6,2.0,19.0,31.0,20.0,29.0,15.4,26.3,35,48,46,31,55,56,44,41,0,0,0,0,0,0,358
NJ-273340,2021-2022,77.0,33.0,86.4,Montville Township School District,69.3,84.3,85.7,71.2,80.9,75.2,72.4,0.31097214326321776,65.8,20.5,75.7,60.3,93.1,79.2,78.5,67.7,62.1,67.5,23.9,*,0.17659334461364917,0.20980720871751884,9:1,141:1,357,12.3,11.9,80.8,170,5.1,7.0,38.0,33.0,14.0,7.0,18.0,2.1,86,232,225,270,234,261,236,222,258,299,273,273,269,254,3392
NJ-273365,2021-2022,91.2,52.2,94.4,Morris County Vocational School District,NA,NA,NA,NA,NA,NA,91.2,0.41,65.8,26.1,69.0,56.9,63.6,NA,NA,NA,NA,NA,NA,91.1,0.16892508143322477,NA,20:1,165:1,75,10.1,8.7,70.7,201,11.8,18.0,32.0,29.0,14.0,8.0,7.2,3.5,0,0,0,0,0,0,0,0,0,0,327,325,418,420,1490
NJ-273370,2021-2022,72.3,38.8,80.0,Morris Hills Regional School District,NA,NA,NA,NA,NA,NA,73.4,0.25,39.0,13.1,45.6,23.7,64.4,NA,NA,NA,NA,NA,NA,87.8,0.025628742514970063,NA,10:1,107:1,252,16.2,13.5,84.5,346,13.3,5.0,30.0,31.0,17.0,17.0,18.2,11.4,0,0,0,0,0,0,0,0,0,0,677,665,602,618,2562
NJ-273380,2021-2022,66.1,26.2,77.9,Morris Plains School District,77.5,62.1,44.4,61.0,78.3,78.1,NA,0.24791891891891893,54.6,20.7,64.3,100.0,*,82.5,59.1,29.6,50.0,50.9,49.0,N,0.11019125683060109,0.12013605442176871,9:1,97:1,68,12.2,9.6,73.5,40,7.0,4.0,36.0,35.0,15.0,10.0,23.8,9.3,14,58,58,79,41,65,74,60,60,74,0,0,0,0,583
NJ-273385,2021-2022,57.8,26.3,65.1,Morris School District,40.6,58.0,58.6,54.6,64.2,65.0,59.3,0.18989046653144015,38.3,15.4,43.6,31.9,49.2,46.5,45.8,48.8,33.4,27.2,*,63.3,0.051378640776699035,0.07369267421083979,12:1,156:1,468,10.7,10.6,72.0,1242,24.5,3.0,23.0,27.0,18.0,29.0,15.3,22.4,567,354,362,337,362,311,387,320,356,378,522,434,454,451,5595
NJ-273410,2021-2022,63.5,24.0,75.8,Mount Arlington Public School District,52.9,54.8,82.1,68.4,63.3,64.0,NA,0.19080568720379146,42.5,12.0,51.9,81.8,NA,52.9,45.2,50.0,43.6,30.0,*,NA,0.03891509433962264,0.0441358024691358,8:1,88:1,42,12.0,9.0,64.3,63,19.1,3.0,23.0,32.0,18.0,25.0,27.1,12.5,21,40,45,26,38,30,28,42,31,50,0,0,0,0,351
NJ-273450,2021-2022,64.5,22.5,73.3,Mount Olive Township School District,47.2,68.4,67.6,66.3,72.2,63.1,66.5,0.2083810709838107,47.2,17.0,53.1,57.0,39.4,54.6,53.4,55.2,45.2,44.5,*,95.5,0.08461474036850922,0.10435667265110712,11:1,150:1,411,10.9,11.0,76.7,728,16.1,2.0,25.0,31.0,21.0,20.0,17.8,9.5,93,305,321,351,321,352,347,351,373,376,372,356,351,380,4649
NJ-273460,2021-2022,81.6,48.1,88.1,Mountain Lakes Public School District,84.1,86.3,92.8,81.7,92.7,76.7,65.9,0.32304347826086954,66.7,35.9,72.5,*,43.5,86.6,87.5,70.2,82.9,72.1,12.9,93.5,0.17866459627329193,0.24515151515151515,9:1,107:1,153,12.6,12.3,76.5,226,17.2,4.0,33.0,28.0,15.0,20.0,19.6,1.4,17,61,73,84,85,82,94,87,101,93,137,151,153,168,1386
NJ-273520,2021-2022,56.7,<10%,70.3,Netcong School District,53.3,57.7,45.5,58.6,59.5,68.0,NA,0.09443786982248521,30.9,<10%,38.5,*,NA,35.5,38.5,31.8,24.1,26.3,*,NA,0.011042944785276072,0.01232876712328767,9:1,94:1,33,10.6,8.4,51.5,31,11.8,3.0,32.0,32.0,19.0,14.0,19.8,27.6,26,34,28,23,31,27,23,29,37,25,0,0,0,0,283
NJ-273950,2021-2022,64.1,17.3,72.2,Parsippany-Troy Hills Township School District,69.4,75.5,69.0,61.0,61.0,60.9,54.4,0.19585683297180045,57.9,16.6,65.1,58.3,82.5,72.6,71.4,63.2,50.7,47.6,35.0,*,0.15619559376679204,0.1788628762541806,11:1,172:1,634,12.5,12.5,83.6,1018,14.9,5.0,28.0,29.0,19.0,20.0,15.0,8.6,186,511,520,548,571,533,540,552,576,569,441,498,471,492,7008
NJ-274000,2021-2022,69.0,31.1,78.4,Long Hill Township School District,78.3,74.7,60.0,64.0,70.3,66.7,NA,0.14689719626168224,55.1,21.9,63.2,96.9,*,72.8,62.8,36.8,43.8,51.8,42.0,NA,0.08389413988657846,0.0992841163310962,10:1,119:1,81,11.7,9.8,65.4,44,5.4,6.0,36.0,31.0,18.0,10.0,18.6,5.5,28,89,92,80,94,87,96,88,92,84,0,0,0,0,830
NJ-274080,2021-2022,73.2,34.0,82.9,Pequannock Township School District,69.9,74.2,74.3,63.2,78.0,73.0,79.3,0.27390815370196814,54.5,24.9,61.8,45.5,63.8,77.2,62.4,55.4,36.6,59.4,35.8,N,0.09318435754189944,0.12269841269841271,11:1,123:1,189,14.5,10.6,74.3,219,10.6,3.0,31.0,31.0,19.0,16.0,20.1,3.4,63,138,153,145,141,161,153,151,170,157,164,170,169,164,2099
NJ-274330,2021-2022,63.6,26.0,71.6,Randolph Township School District,51.0,52.4,62.7,62.5,66.0,74.4,75.0,0.18802829758101322,48.2,21.1,54.0,46.0,43.8,55.7,49.5,59.8,48.5,42.7,10.1,95.7,0.06737272727272728,0.08251655629139074,11:1,155:1,384,11.2,10.8,79.9,331,7.9,4.0,36.0,33.0,16.0,11.0,16.0,5.7,111,292,296,310,310,322,298,313,312,358,319,335,355,386,4317
NJ-274440,2021-2022,57.8,39.0,62.7,Riverdale School District,28.6,73.3,85.7,42.1,68.8,56.3,NA,0.10133333333333334,45.2,31.7,48.7,60.0,NA,36.1,70.0,78.6,31.6,43.8,*,NA,0.06571428571428571,0.0724390243902439,9:1,95:1,32,12.9,10.4,68.8,19,7.0,2.0,31.0,37.0,20.0,10.0,20.6,12.9,19,25,19,25,36,30,28,40,32,32,0,0,0,0,286
NJ-274480,2021-2022,47.9,16.1,61.3,Rockaway Borough School District,32.7,42.2,49.1,50.0,44.2,69.2,NA,0.13215434083601288,39.9,20.4,48.0,93.3,N,41.8,50.0,36.2,30.0,40.7,21.1,NA,0.05689873417721519,0.06437262357414449,10:1,109:1,55,10.5,8.9,74.5,44,8.7,4.0,33.0,32.0,18.0,12.0,23.0,22.8,30,61,55,66,57,46,59,54,58,53,0,0,0,0,539
NJ-274490,2021-2022,62.6,23.6,72.5,Rockaway Township School District,59.6,61.5,68.6,57.8,65.2,61.8,NA,0.1719724770642202,45.2,21.0,51.1,72.1,73.3,66.5,58.2,55.2,27.4,31.5,*,NA,0.06426518615284127,0.07687091503267973,10:1,160:1,243,11.9,11.9,77.8,182,7.8,3.0,36.0,35.0,16.0,10.0,19.8,7.2,64,243,232,274,220,245,265,293,286,284,0,0,0,0,2406
NJ-274560,2021-2022,52.4,16.6,59.9,Roxbury Township School District,46.2,55.9,45.2,58.2,42.5,54.4,60.8,0.09802266288951843,37.9,12.5,43.3,38.3,71.2,37.2,36.8,36.4,41.9,32.7,21.0,*,0.034796149490373726,0.041912123677786815,10:1,126:1,330,13.2,10.9,75.5,345,10.2,4.0,33.0,32.0,17.0,14.0,17.4,13.3,37,216,244,223,239,241,245,263,258,250,285,302,295,287,3385
NJ-275520,2021-2022,68.2,30.8,78.4,Washington Township School District,49.1,69.4,63.7,64.0,80.1,76.2,NA,0.19305019305019305,55.3,26.8,63.0,90.2,NA,54.9,58.0,60.8,51.0,52.6,28.1,NA,0.07984567901234568,0.08535549399815327,10:1,178:1,202,14.4,12.0,82.7,164,8.6,3.0,33.0,32.0,20.0,12.0,22.2,2.4,38,195,193,223,176,246,173,243,256,218,0,0,0,0,1961
NJ-275660,2021-2022,74.4,39.6,81.7,West Morris Regional High School District,NA,NA,NA,NA,NA,NA,75.3,0.24,57.2,24.2,64.3,38.4,75.4,NA,NA,NA,NA,NA,NA,96.2,0.061180679785330955,NA,13:1,120:1,167,13.7,11.5,77.2,196,8.8,5.0,34.0,33.0,15.0,13.0,13.4,0.9,0,0,0,0,0,0,0,0,0,0,558,493,532,582,2165
NJ-275770,2021-2022,44.5,11.8,55.5,Wharton Borough School District,34.4,54.4,46.6,32.4,44.4,53.1,NA,0.11044117647058824,35.4,13.4,42.7,100.0,N,44.6,46.9,37.3,18.2,30.9,16.7,NA,0.04734151329243354,0.04775510204081632,9:1,141:1,77,12.6,11.6,80.5,126,18.3,3.0,21.0,31.0,20.0,25.0,25.4,40.1,7,69,70,65,65,81,74,78,97,99,0,0,0,0,705
NJ-290185,2021-2022,45.1,10.6,53.4,Barnegat Township School District,49.1,46.4,50.0,34.6,48.0,50.4,37.0,0.07842624854819978,32.8,10.9,38.0,27.5,60.5,48.0,34.2,36.0,28.8,31.0,13.0,*,0.037939464493597204,0.05254901960784313,13:1,186:1,276,11.2,11.1,82.6,766,23.6,3.0,22.0,27.0,19.0,29.0,18.4,28.0,331,272,261,250,237,247,251,251,285,265,240,228,218,198,3534
NJ-290210,2021-2022,66.7,*,66.3,Bay Head Borough School District,62.5,52.6,64.7,73.3,81.8,76.9,NA,0.0865934065934066,54.4,*,55.8,*,N,87.5,42.1,58.8,33.3,27.3,*,NA,0.10346153846153847,0.10346153846153847,9:1,131:1,15,14.8,12.5,100.0,14,10.7,3.0,32.0,32.0,18.0,15.0,3.8,0.0,0,15,13,12,16,19,17,15,11,13,0,0,0,0,131
NJ-290230,2021-2022,65.0,*,70.3,Beach Haven School District,81.8,71.4,*,*,NA,NA,NA,NA,60.0,*,62.2,NA,NA,81.8,57.1,*,*,NA,NA,NA,0.19720000000000001,0.19720000000000001,6:1,39:1,13,13.9,9.1,53.8,7,10.8,2.0,17.0,43.0,20.0,18.0,5.2,0.0,11,13,3,10,11,14,8,7,0,0,0,0,0,0,77
NJ-290320,2021-2022,38.4,12.2,47.1,Berkeley Township School District,30.7,41.6,34.6,45.7,NA,NA,NA,0.02722272317403066,29.7,13.0,35.3,NA,NA,47.4,29.7,19.6,22.1,NA,NA,NA,0.03224434389140272,0.03224434389140272,12:1,188:1,209,13.5,11.8,75.6,392,19.2,2.0,22.0,31.0,20.0,25.0,23.7,24.9,382,288,304,297,284,277,306,285,0,0,0,0,0,0,2423
NJ-290530,2021-2022,42.6,11.8,51.3,Brick Township Public School District,31.0,40.1,42.2,40.4,51.9,46.7,45.3,0.0741517857142857,29.5,<10%,35.3,34.5,55.2,35.4,30.4,22.3,22.8,36.0,18.6,N,0.032618754614816635,0.041688998589562765,12:1,206:1,693,13.7,13.7,86.1,1556,19.8,3.0,23.0,30.0,20.0,24.0,20.1,31.8,509,571,570,564,555,588,579,592,588,681,569,631,649,601,8247
NJ-290770,2021-2022,40.2,<10%,49.3,Central Regional School District,NA,NA,NA,NA,42.6,47.1,31.0,0.09482608695652174,30.1,<10%,37.1,28.1,40.4,NA,NA,NA,NA,36.4,24.0,*,0.0321075085324232,0.06,13:1,166:1,178,11.8,11.7,69.7,810,34.2,2.0,16.0,25.0,18.0,39.0,21.4,34.0,0,0,0,0,0,0,0,0,378,403,476,358,344,372,2331
NJ-291150,2021-2022,30.6,15.8,35.8,Eagleswood Township School District,29.4,16.7,21.4,50.0,NA,NA,NA,0,22.2,<10%,30.2,NA,NA,35.3,16.7,*,27.3,NA,NA,NA,0.014366197183098593,0.014366197183098593,8:1,70:1,18,14.1,12.4,69.2,21,18.6,0,19.0,27.0,29.0,26.0,25.2,22.3,26,12,19,10,17,18,15,22,0,0,0,0,0,0,139
NJ-292350,2021-2022,70.2,33.3,83.3,Island Heights School District,69.2,62.5,70.6,81.8,NA,NA,NA,0.17736842105263156,64.9,26.7,78.6,NA,NA,76.9,68.8,47.1,72.7,NA,NA,NA,0.13824561403508773,0.13824561403508773,6:1,61:1,19,12.7,8.7,61.1,14,11.6,3.0,24.0,35.0,21.0,17.0,23.0,0.8,0,21,22,20,13,16,17,12,0,0,0,0,0,0,121
NJ-292360,2021-2022,44.7,14.3,51.5,Jackson Township School District,31.3,40.7,48.3,46.4,59.2,49.9,33.9,0.09725404572309274,37.2,16.4,41.7,29.9,31.0,44.8,42.9,44.6,30.9,44.3,18.8,61.0,0.04259545923632611,0.06194348988163422,12:1,191:1,625,15.5,12.7,87.5,1326,18.0,2.0,24.0,30.0,20.0,24.0,17.6,28.3,291,416,466,470,494,489,558,554,570,659,648,657,620,680,7572
NJ-292480,2021-2022,46.0,17.7,54.8,Lacey Township School District,45.6,53.9,39.4,42.4,56.7,39.9,41.5,0.07372251308900524,33.3,17.9,38.3,35.3,32.7,55.2,49.1,27.3,26.3,22.6,*,90.0,0.024427083333333332,0.03354150799695354,11:1,154:1,341,14.6,13.6,84.5,680,18.1,3.0,26.0,29.0,21.0,22.0,24.5,23.0,120,272,261,295,255,274,275,263,299,319,304,307,278,297,3819
NJ-292500,2021-2022,12.2,<10%,19.1,Lakehurst School District,*,*,15.4,*,10.7,26.0,NA,NA,<10%,<10%,12.0,N,NA,11.4,11.6,15.4,*,10.7,*,NA,0,0,10:1,104:1,40,9.3,7.4,57.5,86,25.8,1.0,19.0,27.0,22.0,31.0,27.2,38.9,73,42,40,35,35,42,30,34,28,51,0,0,0,0,416
NJ-292520,2021-2022,34.1,24.6,38.8,Lakewood Township School District,28.1,35.9,39.9,29.2,39.2,27.8,24.0,0.036816593886462884,23.7,19.8,25.6,29.8,20.8,25.9,20.5,23.0,10.2,22.8,12.3,*,0.01040016849199663,0.014713945172824792,10:1,162:1,512,8.8,8.1,60.9,1200,25.1,4.0,28.0,24.0,16.0,28.0,28.8,82.2,425,384,318,325,338,324,352,322,396,359,403,374,306,262,4888
NJ-292550,2021-2022,63.8,35.7,68.8,Lavallette Borough School District,28.6,71.4,62.5,61.1,84.2,66.7,NA,0.1991666666666667,33.0,28.6,33.8,*,NA,35.7,35.7,25.0,22.2,36.8,*,NA,0,0,9:1,139:1,16,12.1,10.8,68.8,22,15.8,1.0,19.0,27.0,31.0,22.0,12.2,8.6,0,13,14,16,14,14,16,18,19,15,0,0,0,0,139
NJ-292690,2021-2022,32.4,10.2,38.6,Little Egg Harbor Township School District,28.9,36.7,27.9,37.0,NA,NA,NA,0.03245795601552393,23.5,<10%,27.4,NA,NA,28.9,20.4,26.9,17.9,NA,NA,NA,0.015090439276485788,0.015090439276485788,11:1,129:1,159,12.5,10.4,73.2,259,19.0,2.0,21.0,32.0,21.0,24.0,19.2,34.4,303,196,221,184,188,196,200,188,0,0,0,0,0,0,1676
NJ-292760,2021-2022,54.2,34.6,61.4,Long Beach Island Consolidated School District,28.6,43.5,66.7,72.7,NA,NA,NA,0.09940000000000002,44.8,23.1,52.9,NA,NA,35.7,30.4,48.1,59.1,NA,NA,NA,0.022000000000000002,0.022000000000000002,7:1,51:1,31,13.4,12.2,74.2,29,16.3,4.0,23.0,35.0,19.0,20.0,28.4,11.8,24,29,24,26,28,22,28,23,0,0,0,0,0,0,204
NJ-292940,2021-2022,39.7,14.0,48.3,Manchester Township School District,35.8,39.6,44.4,37.4,45.9,31.3,39.2,0.057608540925266905,31.9,13.2,38.1,26.9,*,40.9,33.7,36.8,30.2,33.2,18.5,40.0,0.02967213114754098,0.04119791666666666,10:1,141:1,285,12.9,11.6,78.9,504,18.2,4.0,27.0,29.0,19.0,22.0,26.0,24.9,77,180,185,209,184,199,185,211,203,242,248,222,217,257,2819
NJ-293790,2021-2022,71.7,*,74.5,Ocean County Vocational Technical School District,NA,NA,NA,NA,NA,NA,71.2,0.25,61.1,*,63.2,30.8,76.9,NA,NA,NA,NA,NA,NA,*,0.13363636363636364,NA,10:1,83:1,128,13.2,12.1,81.0,266,13.2,2.0,46.0,38.0,8.0,6.0,21.3,21.9,0,0,0,0,0,0,0,0,0,0,159,202,444,519,1324
NJ-293800,2021-2022,47.5,29.4,54.8,Ocean Gate School District,50.0,40.0,52.9,41.7,NA,NA,NA,0.06866666666666667,16.9,11.8,19.0,NA,NA,18.8,*,29.4,16.7,NA,NA,NA,0.016,0.016,7:1,70:1,19,14.9,13.1,73.7,24,22.6,1.0,16.0,30.0,25.0,27.0,30.0,46.4,28,12,16,19,17,15,17,12,0,0,0,0,0,0,136
NJ-293820,2021-2022,45.1,20.3,52.9,Ocean Township School District,44.4,45.8,40.4,45.8,NA,NA,NA,0.04119521912350598,31.7,16.9,36.4,NA,NA,50.8,25.0,29.8,18.6,NA,NA,NA,0.024780876494023902,0.024780876494023902,11:1,133:1,48,13.2,12.8,89.6,81,19.2,2.0,25.0,28.0,23.0,22.0,25.0,28.7,109,52,55,59,66,73,59,60,0,0,0,0,0,0,533
NJ-294105,2021-2022,34.1,<10%,40.3,Pinelands Regional School District,NA,NA,NA,NA,34.5,39.3,28.4,0.0827621483375959,18.0,<10%,20.7,23.1,12.1,NA,NA,NA,NA,21.8,*,N,0.0034015345268542203,0.01,11:1,97:1,147,14.8,12.6,76.9,341,21.4,3.0,23.0,30.0,20.0,24.0,23.0,24.3,0,0,0,0,0,0,0,0,272,256,279,258,231,257,1553
NJ-294190,2021-2022,52.6,17.2,63.9,Plumsted Township School District,42.7,65.3,60.5,39.6,45.0,67.0,45.3,0.148625,45.9,13.3,56.5,45.5,*,61.3,56.0,67.9,31.9,40.0,18.6,N,0.04548269581056466,0.062114427860696514,11:1,106:1,101,16.4,14.8,93.1,176,16.9,2.0,29.0,29.0,20.0,20.0,9.5,8.3,42,69,73,74,77,79,81,92,80,94,74,72,75,82,1064
NJ-294210,2021-2022,64.2,24.0,71.8,Point Pleasant Borough School District,45.9,66.5,58.6,64.5,81.0,78.5,55.0,0.15024390243902438,54.2,18.6,60.9,50.4,53.3,56.4,59.5,55.2,43.7,68.3,36.0,*,0.05982578397212543,0.07594567404426558,11:1,142:1,250,12.0,12.0,79.6,320,11.8,3.0,25.0,35.0,22.0,16.0,14.8,8.1,38,204,200,172,219,187,205,182,210,224,225,210,229,198,2703
NJ-294220,2021-2022,67.5,43.9,74.2,Point Pleasant Beach School District,60.0,75.0,70.0,72.1,73.5,80.9,53.7,0.18149152542372882,51.3,32.4,57.2,34.2,31.8,71.4,70.8,56.7,60.5,50.0,48.4,*,0.06095890410958904,0.10722891566265061,9:1,89:1,76,14.8,11.5,81.1,80,11.2,3.0,26.0,31.0,21.0,19.0,16.0,11.1,14,35,35,42,35,25,31,44,34,46,85,96,93,97,712
NJ-294710,2021-2022,21.1,<10%,30.6,Seaside Heights School District,21.4,26.9,15.4,16.7,NA,NA,NA,0.010612244897959184,13.7,<10%,21.0,NA,NA,14.3,15.4,11.5,11.1,NA,NA,NA,0.030612244897959183,0.030612244897959183,8:1,102:1,25,14.3,14.3,76.0,58,35.6,4.0,17.0,20.0,20.0,40.0,32.5,83.3,35,23,21,23,29,28,26,18,0,0,0,0,0,0,203
NJ-294950,2021-2022,46.4,13.9,56.2,Southern Regional School District,NA,NA,NA,NA,51.9,47.2,40.3,0.08839166046165302,35.9,11.2,43.3,36.3,56.8,NA,NA,NA,NA,38.0,21.0,N,0.01913946587537092,0.05,12:1,163:1,230,12.7,12.7,75.2,606,21.5,3.0,19.0,27.0,24.0,28.0,23.4,13.8,0,0,0,0,0,0,0,0,475,408,509,434,443,510,2779
NJ-295020,2021-2022,51.9,16.1,60.2,Stafford Township School District,51.5,54.7,53.7,48.2,NA,NA,NA,0.07429421768707484,48.0,17.0,55.1,NA,NA,58.9,52.2,43.3,38.2,NA,NA,NA,0.0625,0.0625,13:1,199:1,188,12.4,12.4,79.8,559,26.8,1.0,15.0,24.0,25.0,35.0,18.8,14.9,288,307,279,299,306,283,308,302,0,0,0,0,0,0,2372
NJ-295190,2021-2022,45.0,13.4,53.0,Toms River Regional School District,35.5,42.9,45.5,48.6,48.4,43.0,49.4,0.10125667735042736,28.0,10.8,32.4,28.3,49.5,40.4,31.3,30.9,21.2,24.3,10.2,80.6,0.02674175168941301,0.03539310611928738,13:1,216:1,1097,15.0,13.8,87.5,2989,21.0,2.0,23.0,28.0,21.0,25.0,19.6,28.6,427,971,988,975,1017,1005,1097,1109,1116,1203,1194,1194,1069,1133,14498
NJ-295220,2021-2022,33.1,11.8,36.4,Tuckerton Borough School District,27.3,28.6,38.2,34.2,NA,NA,NA,0.02240601503759399,29.9,<10%,33.6,NA,NA,39.4,28.6,23.5,26.3,NA,NA,NA,0.045112781954887216,0.045112781954887216,9:1,147:1,33,12.6,12.2,78.8,42,17.0,1.0,20.0,33.0,20.0,26.0,13.3,36.5,42,37,38,44,33,28,33,38,0,0,0,0,0,0,293
NJ-310420,2021-2022,47.0,<10%,59.6,Bloomingdale School District,40.8,50.0,53.4,30.2,46.4,59.7,NA,0.09333333333333334,35.8,<10%,44.4,100.0,NA,52.9,41.4,31.0,24.5,21.1,23.9,NA,0.05463126843657817,0.06685920577617328,10:1,96:1,59,11.0,11.0,75.4,51,9.7,5.0,30.0,33.0,19.0,13.0,20.8,15.9,50,54,61,62,53,59,58,55,54,62,0,0,0,0,568
NJ-310900,2021-2022,38.2,11.4,44.4,Clifton Public School District,31.0,41.8,49.0,27.8,42.6,42.0,29.7,0.06425614489003882,29.1,10.9,33.3,19.1,*,41.4,33.4,34.4,22.2,29.0,17.8,60.0,0.04033333333333333,0.05594743758212878,12:1,179:1,888,13.2,11.6,77.5,1572,15.8,4.0,26.0,29.0,20.0,21.0,19.4,43.4,645,748,736,732,780,797,814,752,761,858,871,702,645,721,10562
NJ-311920,2021-2022,29.9,10.0,32.7,Haledon Public School District,28.2,37.8,30.6,24.6,31.9,27.2,NA,0.041573208722741437,21.9,<10%,24.0,N,NA,33.0,31.3,14.2,16.9,17.4,20.5,NA,0.01845801526717557,0.015947955390334573,10:1,172:1,100,10.6,9.5,71.0,213,22.2,1.0,20.0,27.0,23.0,28.0,13.0,60.8,72,110,84,107,103,82,112,125,119,117,0,0,0,0,1031
NJ-312100,2021-2022,53.4,22.8,60.4,Hawthorne Public School District,45.5,56.7,56.6,43.6,68.8,54.1,51.2,0.12058008658008659,30.3,13.4,34.1,19.4,22.7,47.2,44.3,30.9,28.0,27.7,10.8,N,0.02817167381974249,0.03893238434163701,10:1,116:1,228,10.0,9.4,69.2,321,14.7,3.0,27.0,29.0,22.0,20.0,19.8,23.3,55,168,151,159,184,164,152,168,196,195,127,161,141,181,2202
NJ-312510,2021-2022,64.4,14.7,75.0,Lakeland Regional High School District,NA,NA,NA,NA,NA,NA,64.5,0.21,36.8,<10%,43.8,21.6,71.7,NA,NA,NA,NA,NA,NA,N,0.006030150753768844,NA,11:1,101:1,83,15.7,14.0,92.8,287,31.2,3.0,16.0,27.0,18.0,36.0,17.2,6.2,0,0,0,0,0,0,0,0,0,0,208,222,229,252,911
NJ-312700,2021-2022,69.1,31.5,80.1,Little Falls Township Public School District,58.8,61.7,61.4,81.3,80.2,75.6,NA,0.21771639042357274,50.5,24.2,58.2,100.0,NA,51.3,60.2,31.0,42.9,61.9,39.1,NA,0.07511882998171847,0.07865217391304348,9:1,153:1,102,9.4,9.4,74.5,52,6.0,5.0,37.0,34.0,16.0,8.0,21.6,16.3,48,112,105,93,82,112,85,94,97,87,0,0,0,0,916
NJ-313640,2021-2022,62.0,21.8,69.0,North Haledon School District,51.8,59.4,66.7,59.1,74.6,58.7,NA,0.16965608465608467,42.5,14.5,47.2,*,NA,58.9,40.0,16.7,33.8,49.3,50.0,NA,0.0640159574468085,0.059658385093167704,10:1,100:1,60,13.9,12.7,80.0,50,8.8,3.0,28.0,35.0,21.0,13.0,16.2,13.0,17,54,68,62,56,65,67,67,68,63,0,0,0,0,587
NJ-313970,2021-2022,28.5,<10%,32.8,Passaic City School District,20.9,21.7,27.3,30.8,35.6,30.6,29.0,0.04915016900048286,12.9,<10%,14.7,11.4,40.7,19.8,14.1,10.9,11.6,12.1,*,*,0.00825594207461042,0.011871966720591633,12:1,154:1,1033,13.2,12.1,78.4,4149,37.4,1.0,14.0,19.0,20.0,46.0,12.6,92.5,1321,745,764,785,799,809,836,902,1018,1039,961,943,815,771,12508
NJ-313980,2021-2022,25.9,<10%,32.3,Passaic County Manchester Regional High School District,NA,NA,NA,NA,NA,NA,25.9,0.02,<10%,<10%,<10%,*,*,NA,NA,NA,NA,NA,NA,*,0,NA,11:1,84:1,66,10.9,8.2,56.1,275,35.7,2.0,15.0,20.0,21.0,43.0,14.4,67.3,0,0,0,0,0,0,0,0,0,0,177,214,181,183,755
NJ-313990,2021-2022,36.5,14.5,42.5,Passaic Valley Regional High School District,NA,NA,NA,NA,NA,NA,37.2,0.05,19.0,<10%,22.3,14.7,45.5,NA,NA,NA,NA,NA,NA,N,0.007674418604651163,NA,12:1,102:1,87,16.2,13.0,87.4,96,9.6,4.0,26.0,31.0,21.0,17.0,19.7,26.4,0,0,0,0,0,0,0,0,0,0,257,258,223,279,1018
